student_id,ssc_percentage,hsc_percentage,degree_percentage,cgpa,aptitude_test_score,technical_skill_score,soft_skills_rating,attendance_percentage,backlogs,internships,projects,certifications,work_experience_months,gender,placement_training,extracurricular_activities,placement_status,department
238,68.3,71.9,64.8,7.98,47,25,2.3,84.5,0,0,0,1,0,Female,Yes,Yes,NotPlaced,ChemE
239,75.5,67.1,74.3,7.58,79,62,3.2,90.1,0,0,0,3,0,Male,No,Yes,NotPlaced,EE
240,74.3,82.2,60.9,7.45,93,80,3.7,81.1,0,1,4,3,13,Female,Yes,No,Placed,IT
241,86.4,91.5,77.5,8.28,72,76,3.5,84.3,0,0,3,4,3,Male,Yes,No,Placed,ECE
242,60.9,72.6,65.5,6.79,49,49,3.1,75.9,2,0,0,0,5,Female,No,No,NotPlaced,ME
243,85.1,73.7,73.4,8.18,90,82,3.5,81.0,0,0,2,2,2,Male,Yes,No,Placed,CE
244,68.5,77.6,74.0,7.35,70,74,3.2,77.6,1,1,3,0,10,Male,Yes,Yes,Placed,IT
245,81.7,81.2,77.5,8.31,75,67,3.1,83.8,0,1,3,2,6,Female,Yes,Yes,Placed,CE
246,67.6,74.1,83.9,7.67,76,53,3.6,84.2,0,0,1,2,1,Female,No,No,NotPlaced,ME
247,80.1,68.1,68.4,7.41,67,69,2.7,81.4,0,0,3,3,4,Female,Yes,No,Placed,CS
248,65.6,68.5,67.8,6.93,66,56,4.1,79.7,0,0,2,0,0,Female,No,No,NotPlaced,EE
249,92.4,98.4,82.6,7.9,79,83,3.8,90.1,0,0,1,3,5,Male,Yes,Yes,NotPlaced,CS
250,75.8,76.5,68.0,8.6,83,76,3.6,91.4,0,1,3,2,5,Male,Yes,Yes,Placed,ChemE
251,67.1,66.4,75.7,6.98,72,62,2.9,91.6,1,2,1,2,17,Female,No,Yes,Placed,ME
252,74.2,69.9,68.6,7.5,72,64,3.3,87.2,0,2,3,5,10,Female,No,Yes,Placed,ME
253,69.4,76.1,70.5,7.06,77,72,3.1,91.8,0,4,2,6,17,Male,No,No,NotPlaced,IT
254,80.3,60.2,65.7,6.5,57,46,2.8,70.0,1,0,0,0,3,Female,No,No,Placed,CE
255,72.9,63.6,73.8,7.46,67,54,3.4,81.0,1,2,3,1,12,Female,Yes,No,Placed,CE
256,69.8,78.4,66.5,8.37,72,75,4.0,90.6,0,0,5,3,0,Male,No,No,Placed,IT
257,51.0,60.0,50.1,5.7,55,43,1.7,63.6,1,0,0,0,0,Male,No,No,NotPlaced,CE
258,71.2,87.1,73.3,7.54,58,66,5.0,80.2,1,4,2,1,26,Female,Yes,No,Placed,CS
259,74.4,68.3,64.5,6.67,81,69,3.4,71.4,2,0,1,0,9,Female,No,No,NotPlaced,CE
260,72.6,78.7,79.3,8.14,77,69,4.9,89.1,0,2,1,1,14,Male,No,No,Placed,CS
261,60.6,67.8,58.4,6.4,82,77,3.6,80.3,0,1,4,0,11,Female,No,No,NotPlaced,ECE
262,64.6,55.0,53.3,6.78,60,55,2.9,74.2,1,2,2,2,17,Female,No,No,NotPlaced,CE
263,74.7,65.7,58.5,7.02,62,61,2.6,70.1,0,0,1,1,3,Female,Yes,Yes,Placed,EE
264,79.4,78.3,66.0,7.25,85,100,3.4,93.6,0,3,3,2,21,Male,Yes,No,Placed,CS
265,84.1,78.6,68.7,7.44,62,72,2.8,83.6,0,3,4,2,14,Female,No,Yes,NotPlaced,CE
266,70.1,81.0,63.8,7.0,65,75,3.5,83.3,0,1,3,0,5,Male,Yes,Yes,Placed,ChemE
267,76.4,58.5,63.3,6.64,61,68,2.8,76.8,1,1,2,0,7,Male,No,Yes,Placed,ME
268,92.3,77.9,78.6,9.02,82,75,4.0,83.2,0,0,5,4,0,Female,No,Yes,Placed,CE
269,74.4,65.3,70.2,7.3,68,61,2.6,81.8,0,0,0,2,0,Male,No,Yes,NotPlaced,ECE
270,87.6,71.8,82.5,8.56,93,100,2.9,96.1,0,0,4,9,3,Female,No,Yes,Placed,CS
271,68.8,75.5,65.3,7.46,82,63,4.5,77.6,0,1,2,3,5,Male,Yes,Yes,Placed,EE
272,85.5,75.4,75.4,7.03,46,54,2.6,63.9,2,1,3,1,6,Female,No,No,NotPlaced,ME
273,74.7,79.3,69.9,8.16,88,63,3.6,74.1,0,1,5,2,4,Male,Yes,Yes,Placed,IT
274,81.8,77.3,69.0,8.34,73,57,3.1,86.7,0,2,4,3,20,Female,Yes,No,Placed,EE
275,89.0,91.1,87.0,9.03,91,80,4.8,99.6,0,2,4,3,12,Male,Yes,Yes,Placed,ECE
276,70.3,83.7,74.6,8.26,91,86,4.4,86.2,0,2,1,2,12,Female,Yes,Yes,Placed,CE
277,61.8,54.5,59.0,6.04,51,68,3.0,65.7,0,0,1,0,0,Female,No,Yes,NotPlaced,ME
278,83.3,57.0,72.5,8.69,96,86,4.6,82.6,0,1,1,10,6,Male,Yes,Yes,Placed,IT
279,60.9,56.2,56.2,6.78,63,62,3.9,74.5,0,0,0,1,1,Male,No,Yes,Placed,CS
280,80.1,79.4,77.1,8.63,92,78,4.1,84.8,0,0,3,1,1,Male,Yes,No,Placed,EE
281,85.8,73.4,69.8,7.35,73,70,2.4,76.1,1,0,1,2,0,Male,No,No,Placed,CS
282,63.6,66.0,63.7,7.31,66,60,5.0,78.5,1,2,0,0,11,Female,No,Yes,Placed,CS
283,59.8,62.6,66.1,6.27,52,38,3.0,69.8,0,0,1,0,0,Male,No,Yes,NotPlaced,ME
284,61.2,56.2,67.2,7.29,62,88,3.3,91.4,0,3,1,1,17,Female,Yes,Yes,Placed,ECE
285,77.1,61.3,63.6,7.43,69,63,3.4,81.0,0,1,2,0,6,Male,Yes,Yes,Placed,ECE
286,91.4,87.8,69.7,8.86,79,62,2.0,73.6,0,1,1,1,7,Female,No,No,Placed,CE
287,75.7,77.9,74.5,7.98,78,71,3.9,74.7,0,1,2,2,10,Male,Yes,Yes,Placed,EE
288,86.2,68.1,73.3,7.92,74,77,4.1,94.0,0,2,0,0,17,Male,Yes,No,Placed,ChemE
289,75.3,71.0,67.4,7.59,68,64,4.0,88.3,1,2,3,2,15,Male,Yes,No,Placed,CE
290,67.4,75.4,65.2,6.94,77,84,2.2,67.7,3,1,3,3,7,Female,No,No,NotPlaced,IT
291,54.5,57.0,50.9,5.66,39,44,2.9,69.6,1,1,2,0,12,Male,Yes,Yes,NotPlaced,ChemE
292,53.8,66.0,57.5,6.59,63,56,4.5,91.8,1,0,3,2,0,Male,Yes,Yes,Placed,ECE
293,66.1,74.0,63.0,7.06,61,47,2.7,75.2,1,0,0,0,0,Male,Yes,No,NotPlaced,ECE
294,76.0,71.2,69.2,6.3,63,67,3.5,65.0,0,0,2,0,3,Female,No,No,NotPlaced,IT
295,66.7,58.3,58.6,6.97,74,54,3.5,89.6,1,1,2,1,4,Male,Yes,Yes,NotPlaced,IT
296,60.5,67.8,48.0,6.16,52,70,3.0,82.9,2,3,2,0,24,Male,No,Yes,NotPlaced,ME
297,63.3,66.8,61.0,7.62,56,54,3.6,77.2,1,0,0,0,0,Female,No,No,NotPlaced,EE
298,95.1,72.3,79.0,7.93,55,74,4.9,94.5,0,2,2,2,10,Female,Yes,Yes,Placed,ECE
299,63.0,70.9,61.4,7.53,69,63,4.5,91.0,0,0,2,3,1,Female,Yes,No,NotPlaced,IT
300,62.0,55.7,60.2,6.75,62,53,3.5,71.6,0,0,0,0,5,Male,No,No,NotPlaced,CS
301,67.7,55.5,52.9,6.26,37,46,3.7,77.9,0,0,0,1,3,Female,Yes,No,NotPlaced,ECE
302,66.2,60.3,66.6,7.15,51,57,2.8,68.5,2,0,1,1,0,Male,Yes,No,NotPlaced,IT
303,83.9,87.9,88.1,9.63,92,69,4.4,97.5,0,3,2,0,21,Female,No,No,Placed,ECE
304,75.6,69.0,58.9,6.64,60,61,1.6,68.1,2,0,1,0,1,Male,Yes,No,NotPlaced,EE
305,46.5,45.0,48.0,5.39,39,40,3.0,78.5,1,0,0,0,2,Male,Yes,No,NotPlaced,CE
306,83.6,67.9,59.9,6.84,75,78,3.7,91.0,0,0,1,2,2,Male,Yes,Yes,Placed,ME
307,65.9,46.9,64.9,6.82,77,67,4.6,78.7,3,0,2,0,2,Female,No,Yes,NotPlaced,IT
308,73.9,70.8,66.3,7.48,76,79,3.6,80.6,0,1,1,1,6,Male,Yes,Yes,Placed,CE
309,51.1,61.2,55.9,5.43,60,63,3.9,75.2,1,0,3,0,1,Male,Yes,No,NotPlaced,ECE
310,62.9,66.7,67.8,6.9,75,62,3.9,100.0,0,2,0,0,8,Male,Yes,No,Placed,CE
311,81.2,86.0,80.1,8.23,60,54,4.4,85.3,0,0,1,1,0,Female,No,Yes,NotPlaced,ECE
312,93.6,81.1,74.6,8.39,81,70,3.7,74.8,0,2,1,3,15,Male,Yes,No,NotPlaced,EE
313,71.5,50.3,58.4,7.71,48,49,4.1,95.8,0,2,1,1,10,Female,Yes,No,NotPlaced,EE
314,67.2,71.5,54.9,7.03,63,62,2.8,73.3,1,2,1,0,19,Male,Yes,No,Placed,CE
315,80.3,77.9,69.2,8.04,84,70,5.0,77.6,0,0,3,2,0,Female,Yes,Yes,Placed,IT
316,96.7,73.4,62.9,7.81,75,79,4.4,81.0,0,3,4,0,15,Female,Yes,Yes,Placed,CE
317,67.5,64.8,69.8,6.41,76,62,2.3,81.3,1,1,2,2,4,Male,No,No,NotPlaced,EE
318,88.0,58.2,76.2,7.65,63,69,4.8,100.0,1,0,4,2,5,Female,Yes,Yes,Placed,ECE
319,65.2,67.5,59.2,6.86,69,71,3.5,75.4,0,1,2,2,6,Male,No,Yes,Placed,CS
320,61.1,68.9,69.6,6.84,72,89,3.1,73.2,1,0,2,1,3,Male,Yes,No,Placed,IT
321,80.3,74.2,77.7,8.71,48,51,3.1,90.7,0,2,0,0,18,Female,Yes,No,NotPlaced,EE
322,71.0,62.3,72.9,7.64,74,66,3.2,89.7,2,1,2,4,5,Female,Yes,Yes,Placed,IT
323,91.7,88.0,89.2,9.06,66,85,3.3,80.5,0,0,3,5,3,Female,Yes,Yes,Placed,ME
324,50.8,75.1,63.9,6.8,57,37,3.3,93.1,0,0,0,2,7,Male,Yes,Yes,NotPlaced,ME
325,59.4,63.8,48.0,5.31,55,52,2.1,62.1,1,0,0,0,4,Female,No,No,NotPlaced,ME
326,67.2,76.1,69.5,7.01,57,29,3.3,75.8,0,0,0,1,1,Female,Yes,Yes,NotPlaced,ME
327,63.8,83.0,68.5,6.68,57,38,2.8,76.9,2,2,0,2,19,Male,Yes,No,NotPlaced,CE
328,45.0,51.8,48.0,6.04,60,46,2.4,73.1,1,1,0,0,9,Female,No,No,NotPlaced,IT
329,63.0,72.3,63.0,7.58,59,73,3.4,88.3,0,1,0,2,5,Male,Yes,No,Placed,ECE
330,65.7,67.9,66.1,6.6,59,59,2.3,85.5,1,2,2,1,10,Male,Yes,Yes,Placed,ME
331,61.8,59.5,56.5,6.83,76,48,3.3,65.2,2,0,1,0,3,Female,No,Yes,NotPlaced,ChemE
332,61.0,80.1,69.4,6.93,76,80,3.9,67.0,0,1,3,0,6,Male,No,Yes,Placed,CS
333,70.9,60.1,64.3,7.3,80,82,2.0,75.6,2,0,2,2,2,Male,No,No,NotPlaced,IT
334,72.5,80.2,77.5,7.85,64,73,3.9,93.9,0,1,4,3,9,Male,Yes,Yes,Placed,CS
335,63.0,68.3,69.0,7.65,55,74,5.0,90.8,0,2,2,1,13,Male,Yes,Yes,Placed,ECE
336,60.6,64.7,57.4,7.07,56,61,4.0,78.7,2,1,0,1,7,Female,No,No,NotPlaced,ChemE
337,57.0,62.0,50.6,6.59,67,86,3.8,72.9,3,1,6,0,7,Male,Yes,Yes,Placed,ECE
338,78.9,78.5,87.3,8.46,72,63,3.5,85.2,0,0,3,4,5,Male,Yes,No,Placed,ChemE
339,56.5,57.4,54.5,6.42,54,54,4.4,70.7,0,0,1,1,0,Female,Yes,No,NotPlaced,EE
340,57.4,70.0,58.9,6.67,47,62,3.0,81.0,3,0,2,1,2,Male,No,No,NotPlaced,CE
341,61.5,71.2,67.8,6.43,70,68,2.5,84.3,1,2,3,3,11,Female,No,No,NotPlaced,IT
342,55.4,54.5,65.7,6.86,64,72,2.8,88.8,1,1,1,3,5,Male,No,Yes,NotPlaced,ME
343,89.7,79.7,81.5,8.24,65,83,3.0,85.7,0,4,3,2,18,Male,Yes,No,Placed,ECE
344,84.0,69.3,74.8,7.43,63,57,3.2,83.5,1,1,2,2,6,Female,No,Yes,NotPlaced,ECE
345,86.1,75.5,78.4,7.48,73,64,4.0,86.6,0,0,3,2,4,Male,Yes,Yes,Placed,CS
346,76.8,76.6,73.0,8.38,76,47,2.7,77.1,1,0,0,1,6,Male,Yes,Yes,Placed,EE
347,66.4,63.7,53.7,6.38,48,57,4.3,75.1,1,2,1,0,14,Male,Yes,No,NotPlaced,ECE
348,76.9,71.5,62.7,6.7,75,48,3.0,88.0,0,1,1,0,4,Male,Yes,No,NotPlaced,ME
349,60.7,72.1,61.7,6.31,72,63,1.9,87.5,0,0,2,0,0,Male,Yes,No,NotPlaced,ME
350,71.5,66.8,76.6,7.93,66,63,3.5,68.2,2,0,1,0,7,Female,No,Yes,Placed,EE
351,79.6,77.3,73.5,7.52,83,72,3.8,77.6,0,1,2,1,6,Male,Yes,Yes,Placed,CS
352,67.2,59.0,74.5,6.2,75,64,3.7,77.9,0,0,1,1,6,Female,Yes,Yes,NotPlaced,IT
353,73.8,72.1,68.0,8.2,79,63,3.4,92.9,0,2,6,2,12,Male,Yes,Yes,Placed,ChemE
354,58.3,45.6,48.0,6.21,62,68,4.1,68.9,1,1,1,1,4,Male,No,Yes,NotPlaced,CE
355,86.8,75.2,90.8,10.0,92,95,4.4,90.6,0,4,3,4,22,Male,Yes,Yes,Placed,ECE
356,79.3,62.1,77.6,6.39,54,63,3.7,91.4,1,4,0,1,30,Male,Yes,Yes,Placed,ME
357,71.8,75.1,58.0,8.35,76,55,4.0,94.4,0,1,2,2,8,Male,Yes,Yes,Placed,ECE
358,75.2,68.4,77.3,7.31,65,82,3.2,80.6,2,0,1,0,1,Male,No,Yes,Placed,ChemE
359,62.5,63.5,55.4,6.95,52,37,2.8,70.7,1,0,0,0,0,Male,No,No,Placed,ChemE
360,66.7,60.0,63.9,6.0,61,43,2.2,75.6,1,0,0,0,3,Female,Yes,No,NotPlaced,CE
361,55.7,49.1,55.5,6.86,55,77,2.6,80.7,0,1,2,2,5,Male,Yes,Yes,Placed,CS
362,62.6,74.6,71.1,7.34,68,65,5.0,93.2,0,2,4,0,13,Female,No,No,Placed,CE
363,86.6,71.5,63.7,6.85,50,58,2.4,86.8,0,2,0,0,15,Female,Yes,No,Placed,CE
364,58.2,67.8,73.1,6.62,62,60,4.2,85.9,0,0,1,1,3,Female,No,Yes,NotPlaced,CE
365,91.9,89.8,82.5,9.15,81,76,5.0,100.0,0,2,0,3,16,Male,Yes,Yes,Placed,CS
366,81.5,75.9,75.2,8.23,67,69,3.1,85.5,0,2,4,0,13,Female,Yes,No,Placed,ME
367,86.7,69.6,64.5,7.66,82,62,2.9,72.7,0,2,0,0,17,Female,Yes,Yes,Placed,ME
368,62.2,66.8,69.1,6.0,53,36,3.0,80.2,0,0,0,1,2,Female,No,Yes,NotPlaced,CE
369,84.9,68.1,77.8,7.27,54,44,2.9,68.9,2,0,0,0,2,Male,No,Yes,NotPlaced,CE
370,90.0,90.5,96.0,9.29,83,72,3.7,98.1,0,1,0,5,4,Male,Yes,No,Placed,IT
371,84.7,69.1,79.8,7.01,71,84,3.8,83.7,1,3,1,0,20,Female,Yes,Yes,Placed,ECE
372,85.2,79.5,71.6,7.72,69,57,4.1,70.3,1,1,1,0,10,Male,No,No,Placed,EE
373,85.2,81.1,70.6,7.66,62,64,4.0,87.8,1,2,3,1,8,Male,No,Yes,NotPlaced,ChemE
374,66.3,64.8,64.1,6.61,54,48,3.6,66.8,2,0,1,0,0,Female,No,Yes,NotPlaced,ME
375,76.7,74.8,72.7,7.11,50,65,4.1,72.6,3,1,0,1,8,Female,No,No,NotPlaced,ME
376,63.8,71.0,57.4,7.22,77,59,4.6,74.1,1,1,0,4,6,Male,Yes,Yes,NotPlaced,ChemE
377,70.6,72.8,60.2,7.54,78,89,2.4,78.5,1,0,3,1,5,Male,No,No,Placed,IT
378,89.1,95.1,78.3,9.33,100,83,3.8,100.0,0,3,1,0,21,Female,Yes,Yes,Placed,ME
379,63.2,79.6,73.5,7.91,77,60,2.1,83.2,0,0,0,2,3,Female,Yes,Yes,NotPlaced,ME
380,64.3,65.3,60.2,6.61,69,76,3.6,72.4,4,1,3,3,4,Female,No,No,NotPlaced,CE
381,67.3,59.7,54.7,6.76,35,25,3.0,68.8,0,0,0,0,0,Female,No,No,NotPlaced,EE
382,57.8,72.2,65.6,7.29,77,91,4.6,83.7,0,1,1,3,8,Female,Yes,Yes,Placed,ME
383,46.5,46.6,48.0,6.03,62,52,3.9,71.6,2,0,1,0,4,Female,Yes,Yes,NotPlaced,ME
384,87.7,82.0,72.0,8.18,63,60,4.3,75.4,0,1,2,1,8,Male,No,No,Placed,CE
385,87.2,94.1,70.5,8.21,72,52,3.2,92.8,0,3,1,3,20,Female,Yes,Yes,Placed,CE
386,64.5,69.6,70.0,7.37,70,70,4.3,87.1,1,1,2,1,12,Female,Yes,Yes,NotPlaced,CE
387,83.6,71.6,80.7,9.09,79,73,2.5,75.2,0,1,0,0,8,Female,No,No,NotPlaced,EE
388,75.1,71.6,74.5,6.8,79,72,2.8,78.9,3,1,4,1,9,Male,No,Yes,Placed,CS
389,75.1,68.8,58.1,6.86,65,53,2.9,63.3,2,0,1,2,0,Female,Yes,No,NotPlaced,CE
390,61.3,57.2,61.9,7.09,56,62,3.4,73.4,0,2,5,1,17,Male,Yes,Yes,NotPlaced,ME
391,65.2,57.7,60.6,7.47,73,68,2.2,84.2,2,0,2,1,3,Female,Yes,Yes,NotPlaced,EE
392,73.3,49.7,56.1,6.31,45,48,2.5,73.9,0,1,2,0,10,Female,Yes,No,Placed,ECE
393,69.7,73.9,76.2,8.1,72,49,2.9,78.2,0,0,0,1,6,Male,No,No,Placed,ChemE
394,70.3,85.0,67.6,7.91,74,62,3.2,76.0,2,1,3,0,4,Female,No,No,NotPlaced,EE
395,72.4,65.1,67.7,7.87,66,72,2.5,76.3,0,2,0,1,10,Female,Yes,No,Placed,ChemE
396,92.1,86.6,76.8,8.47,88,70,4.5,85.1,0,0,0,3,0,Female,No,Yes,NotPlaced,ME
397,61.4,65.8,60.9,7.31,45,39,1.9,85.1,1,0,0,0,2,Female,Yes,No,NotPlaced,ME
398,57.9,57.2,56.5,6.35,59,53,2.9,64.7,2,0,0,2,4,Male,No,No,NotPlaced,CE
399,74.1,71.6,63.6,7.64,65,61,3.7,89.8,2,3,1,1,18,Female,Yes,Yes,Placed,ME
400,79.3,59.6,68.8,8.11,85,74,4.7,70.2,1,1,2,3,7,Female,No,Yes,Placed,CE
401,72.3,81.9,58.2,7.71,78,74,5.0,72.8,0,1,1,0,6,Female,No,No,Placed,IT
402,67.7,70.6,61.5,7.36,53,74,3.4,89.0,0,2,5,3,13,Female,No,Yes,Placed,EE
403,70.3,75.5,70.8,7.23,61,68,4.3,83.1,0,1,1,0,7,Male,No,Yes,Placed,CE
404,59.7,66.6,69.9,7.02,81,69,2.4,81.0,0,0,0,1,2,Male,No,Yes,NotPlaced,ChemE
405,95.7,98.9,91.0,9.48,86,66,4.1,83.9,0,2,1,1,7,Female,Yes,No,Placed,CS
406,86.8,81.6,66.9,8.24,64,78,4.3,92.5,0,1,1,3,9,Female,No,No,Placed,ME
407,63.0,70.0,70.1,7.95,74,86,2.0,80.0,0,1,3,2,7,Female,No,Yes,Placed,CE
408,68.5,65.4,76.2,7.73,90,86,3.0,77.0,1,1,0,2,7,Male,Yes,Yes,Placed,ECE
409,69.4,62.8,77.1,7.54,62,54,3.8,89.8,0,1,0,1,8,Female,Yes,Yes,Placed,EE
410,54.3,50.0,50.1,5.89,47,63,3.5,69.6,3,2,1,0,13,Male,Yes,No,NotPlaced,EE
411,72.7,57.8,49.8,6.56,55,54,1.7,76.4,2,0,2,1,6,Female,Yes,No,NotPlaced,CS
412,52.1,54.5,57.6,6.36,49,67,2.9,81.9,0,0,1,2,8,Male,No,Yes,NotPlaced,EE
413,61.4,63.5,68.3,6.97,69,55,3.2,79.5,0,0,0,1,4,Male,No,No,Placed,ChemE
414,81.2,79.2,72.6,7.98,68,59,3.3,72.7,2,0,3,1,2,Male,No,Yes,Placed,ECE
415,69.6,68.8,68.0,6.96,67,51,3.9,75.9,0,0,1,4,0,Female,Yes,No,Placed,EE
416,96.4,85.5,81.8,9.08,98,71,3.6,97.4,0,1,2,4,8,Male,Yes,No,Placed,IT
417,79.4,87.1,81.7,7.58,68,68,3.9,83.0,0,1,0,0,10,Male,No,No,Placed,IT
418,76.8,75.9,75.0,7.18,76,60,3.2,79.1,1,0,0,1,1,Female,No,Yes,NotPlaced,EE
419,60.7,60.5,67.3,7.1,78,80,3.2,76.0,2,1,2,2,9,Male,No,No,NotPlaced,ECE
420,82.6,67.2,85.3,7.26,68,73,2.8,90.2,2,2,1,2,16,Male,Yes,Yes,Placed,EE
421,60.5,46.9,56.3,6.53,61,36,2.9,77.8,0,0,0,0,3,Male,Yes,No,NotPlaced,ME
422,64.1,63.1,61.6,6.54,55,67,2.8,78.4,3,0,1,3,2,Male,No,No,NotPlaced,ChemE
423,60.9,77.2,60.7,7.05,58,72,3.3,72.3,3,1,4,1,6,Female,No,No,Placed,ECE
424,61.5,68.3,48.0,5.76,46,57,2.9,76.3,3,0,1,0,4,Female,Yes,No,NotPlaced,ChemE
425,72.7,70.9,61.3,7.15,67,96,3.1,85.7,0,0,4,2,0,Male,Yes,No,Placed,IT
426,58.0,74.3,60.2,6.93,53,49,3.3,65.3,2,0,1,1,0,Female,No,Yes,NotPlaced,CE
427,69.3,72.8,82.1,7.73,69,73,4.5,89.1,0,0,3,5,2,Female,Yes,No,NotPlaced,CE
428,85.4,87.0,77.1,8.33,81,83,3.5,69.2,1,0,2,0,3,Female,No,No,Placed,CS
429,89.0,70.2,76.6,7.01,72,69,3.0,86.8,1,0,2,1,3,Female,No,No,NotPlaced,ME
430,73.3,51.4,58.7,6.77,62,43,4.5,68.4,1,0,3,1,0,Female,No,No,NotPlaced,CS
431,81.4,75.9,78.1,8.48,77,45,2.8,100.0,0,1,0,3,9,Male,No,No,Placed,EE
432,78.6,78.1,78.1,8.78,91,75,3.1,79.9,0,0,4,0,1,Male,Yes,Yes,Placed,ECE
433,71.6,90.4,63.7,7.63,65,63,3.3,81.7,0,2,3,1,12,Female,No,No,NotPlaced,ME
434,59.7,67.1,73.0,8.01,55,57,2.6,87.5,0,0,1,2,2,Female,Yes,No,NotPlaced,ECE
435,58.8,48.8,55.5,5.83,61,53,3.1,86.6,1,1,2,0,11,Male,Yes,No,Placed,ChemE
436,76.2,73.3,70.3,6.66,81,79,4.0,78.5,0,0,0,2,5,Female,Yes,Yes,Placed,IT
437,76.9,68.9,73.8,8.04,71,57,3.5,80.2,0,4,1,2,16,Male,No,No,Placed,EE
438,62.5,65.8,62.0,7.43,68,72,3.3,80.3,1,1,0,0,8,Female,Yes,No,Placed,IT
439,60.5,70.2,58.3,7.36,58,56,3.4,75.2,2,1,0,1,5,Male,No,Yes,NotPlaced,ME
440,84.9,76.8,80.9,7.9,88,100,3.7,86.6,0,0,5,6,1,Female,No,No,Placed,CS
441,52.5,70.7,65.4,6.35,51,53,2.6,64.6,2,0,1,0,0,Female,No,Yes,NotPlaced,ME
442,55.9,68.7,54.3,6.82,57,59,2.9,78.2,0,0,0,2,2,Male,Yes,No,Placed,CS
443,74.9,63.7,63.5,6.92,77,97,2.8,83.3,1,0,2,2,5,Male,Yes,Yes,Placed,CS
444,53.0,71.5,55.2,6.44,70,86,4.2,85.6,3,2,2,1,20,Male,No,No,NotPlaced,IT
445,54.3,54.0,59.4,6.12,49,52,2.4,89.2,1,0,0,1,3,Female,No,No,NotPlaced,ECE
446,79.9,82.6,76.0,6.7,76,67,2.2,73.1,1,0,5,2,1,Male,Yes,Yes,NotPlaced,CE
447,73.5,77.4,67.0,8.77,73,84,4.3,69.5,0,0,2,1,8,Female,Yes,No,Placed,IT
448,74.3,66.6,71.4,7.83,73,79,2.7,83.4,1,0,4,3,7,Female,No,No,Placed,CS
449,79.7,66.6,81.5,7.16,70,60,2.3,78.8,1,0,1,2,1,Male,Yes,Yes,NotPlaced,ChemE
450,57.1,82.4,66.7,6.89,72,49,2.9,67.4,1,0,0,0,0,Male,Yes,No,NotPlaced,IT
451,76.4,77.2,72.4,7.38,68,69,3.8,76.6,3,1,2,2,7,Female,Yes,No,Placed,CS
452,67.6,77.0,70.3,7.59,64,48,4.2,75.3,0,1,1,2,5,Female,Yes,No,NotPlaced,ME
453,69.4,64.4,72.4,6.75,64,86,3.1,57.3,3,1,1,1,9,Male,Yes,No,NotPlaced,CE
454,87.5,77.1,66.6,7.12,61,68,3.7,80.2,1,4,1,0,22,Male,Yes,Yes,Placed,ECE
455,66.3,72.0,73.1,8.09,76,80,3.9,80.3,0,0,0,3,0,Female,Yes,No,Placed,IT
456,58.3,63.9,54.4,5.26,79,57,4.0,75.3,2,1,0,2,6,Male,Yes,Yes,Placed,ECE
457,72.3,70.9,58.6,5.8,56,68,3.7,88.7,0,1,1,4,8,Male,Yes,Yes,Placed,ECE
458,59.0,68.6,66.0,6.22,60,55,3.4,69.0,1,0,0,1,2,Male,Yes,Yes,NotPlaced,EE
459,57.1,65.7,53.2,6.35,63,68,3.5,72.5,0,0,0,0,3,Male,No,Yes,NotPlaced,ChemE
460,70.2,70.3,70.2,6.8,69,67,4.2,79.1,1,0,5,1,0,Male,No,Yes,NotPlaced,CS
461,61.3,67.7,61.6,7.5,58,72,4.2,73.2,0,2,3,0,11,Male,Yes,Yes,Placed,EE
462,60.9,69.7,70.3,6.7,52,38,3.5,73.7,1,0,0,0,5,Female,No,Yes,NotPlaced,CE
463,74.6,69.4,62.7,7.37,60,75,2.3,81.6,0,2,1,4,15,Male,No,Yes,Placed,CS
464,66.0,59.7,67.6,7.09,71,62,3.5,79.5,0,0,0,3,4,Female,No,Yes,Placed,ME
465,76.6,77.6,56.2,6.64,66,79,4.0,73.6,1,0,3,1,1,Male,No,Yes,NotPlaced,IT
466,86.8,69.4,67.6,7.51,78,63,4.5,94.8,0,0,1,2,2,Male,Yes,No,Placed,ME
467,76.7,71.4,72.0,8.12,57,70,3.4,80.6,0,1,0,0,13,Male,No,No,NotPlaced,ME
468,72.0,62.0,63.4,6.65,65,66,3.9,73.8,1,1,2,1,4,Female,No,Yes,NotPlaced,ECE
469,61.8,45.0,61.4,6.77,48,48,2.8,64.6,3,0,0,0,4,Male,No,No,NotPlaced,ChemE
470,57.8,76.9,72.6,7.81,89,100,4.8,77.3,1,0,4,1,2,Male,Yes,Yes,Placed,IT
471,81.4,92.8,73.3,7.86,87,75,2.9,79.2,0,2,2,1,13,Female,Yes,Yes,Placed,ECE
472,60.6,53.8,48.0,5.54,35,66,1.9,65.2,2,0,1,3,4,Female,No,No,NotPlaced,CE
473,60.2,78.9,54.1,5.87,46,66,3.9,67.0,0,1,0,1,8,Female,No,Yes,NotPlaced,CS
474,68.6,57.7,57.1,6.14,56,33,3.3,67.0,1,0,0,0,3,Male,Yes,No,NotPlaced,ChemE
475,54.5,57.0,60.1,5.85,55,66,2.9,69.5,4,1,1,1,11,Male,No,Yes,NotPlaced,ME
476,70.4,63.3,67.5,6.74,72,77,4.7,69.4,0,1,6,3,6,Female,Yes,Yes,Placed,EE
477,87.0,75.0,58.7,7.43,69,50,3.9,94.6,0,1,1,2,6,Male,Yes,No,Placed,ChemE
